,Is_Unreliable,Category,Tweet,Test_Fold
482,0,,Coronavirus updates: Ontario schools to be shut down; TSX down 12 per cent; baby among 17 new cases in province,2.0
483,0,," @janephilpott it might be a good idea for #Ontario communities to look into abandoned schools, hospitals and office space. In case we need to isolate people in special #COVID19 treatment centers. Faster than building new, like #China did. Pass it on please.",9.0
484,0,,The Bioinformatics Community Conference (#BCC2020) has decided to postpone registration for the conference for a few weeks while we figure out what's best for our community. Full news post here,10.0
485,0,,"The number of cases of #COVID19 steadily increasing in Lebanon, which announced its second death from the virus March 11. Officials are concerned that Lebanon is not equipped to face a mass outbreak.",4.0
486,0,,"How does the new #coronavirus compare to SARS, MERS, Ebola and other diseases? #YorkU global health expert @Shoffmania explains https://t.co/8Rj4XcpWQ2  via @globalnews",5.0
487,0,,The first U.S. evacuee from Wuhan to test positive for Coronavirus was returned to quarantine after the test didn’t initially confirm the infection,1.0
488,0,,"Here in Vancouver, there is a lot of misinformation and anxiety around the COVID-19 outbreak (aka, the novel coronavirus). For some reliable answers to commonly asked questions about COVID-19, check out this excellent summary by @PBoreskie!",2.0
489,0,,Don't fall victim to misinformation and even worst fake news. Get the facts about the #Coronavirus from @TOPublicHealth.,2.0
490,0,,Covid-19 outbreak: how misinformation could fuel global panic via @PharmaTechFocus,7.0
491,0,,BEYOND LOCAL: Zuckerberg pledges to stop COVID-19 misinformation on Facebook,10.0
492,0,,British Columbia health officials try to dispel COVID-19 misinformation among Chinese-Canadian community,7.0
493,0,,Coronavirus misinformation is spreading all over social media,4.0
494,0,,Five arrested in Malaysia for spreading fake news about coronavirus,3.0
495,0,,Facebook Sets Out Coronavirus Misinformation Battle Plan,2.0
496,0,,Ignorance is contagious. The dangers of being misinformed. #coronavirus  #Covid_19,4.0
497,0,,Coronavirus live updates: Recent Toronto COVID-19 patient used public transit for several days before being tested | The Kingston Whig-Standard,3.0
498,0,,BREAKING: #Ontario schools ordered closed after March Break. #cdnhealth #coronavirus #covid19,6.0
499,0,,How to tell if a cold is COVID-19,2.0
500,0,,THIS JUST IN: Halton has its first #coronavirus case and it's a doctor. #COVID19,7.0
501,0,,Breaking: Alberta has its first presumptive case of coronavirus. #covid19,8.0
502,0,,The 2020 JUNO Awards have been canceled due to COVID-19,8.0
503,0,,Kuwait reports first COVID-19 cases,4.0
504,0,,"So far, 17 of Ontario’s confirmed Coronavirus cases have been in the GTA. The other Ontario case was in London. #COVID19 #Coronavirus",10.0
505,0,,What know about the novel #coronavirus #COVID19 . From @WHO via #AFP,9.0
506,0,,Ontario Medical Officer of Health live now with update on #COVID19 https://t.co/siLIaNB4h8…. #coronavirus #PublicHealth,1.0
507,0,,"With the panic and fearmongering to do with #Coronavirus #Covid-19 here are 3 simple, top tips to boost your immune system and #health to help protect yourself from getting it",8.0
508,0,,What the coronavirus means for the #economy #COVID19 #Health #coronaVirus #China #Wuhan #Globalhealth #CoronaVirusOutbreak #Epidemic #PublicHealth #Pandemic #Canada,10.0
509,0,,BC announces more cases of COVID-19. #Coronviru,4.0
510,0,,Microsoft is encouraging employees who can perform their tasks from home to work remotely until 25 March as the threat of contagion from the novel coronavirus Covid-19 continues.,10.0
511,0,,"Your travel-related COVID-19 questions, answered",6.0
512,0,,Coronavirus in the U.S.: First Death Reported in Washington State - The New York Times  #COVID19 #WashingtonState #Health #Emergency #Coronavirus #wapoli #uspoli #snrtg,6.0
513,0,,Since 9pm: Trump banned travel from Europe Tom Hanks has #covid19 NBA season cancelled #coronavirus,9.0
514,0,,First Covid-19 case in Canada now cleared of the virus,3.0
515,0,,"South Korea confirms one new case of COVID-19, a patient with no overseas travel history. At least 577 people remain under quarantine over fears of possible COVID-19 infection.",7.0
516,0,, @SRuhle The Trump Administration strategy on COVID-19,8.0
517,0,,Trump Bans Travel From Europe—but Covid-19 Is Already Here,1.0
518,0,,New numbers out of China show that for a second straight day there has been a drop in new cases of Coronavirus now known as COVID-19.  The World Health organization says the outbreak could still go in any direction.,1.0
519,0,,17 currently under investigation as of 10:30 am Feb 19th for #coronavirus in Ontario. #Covid_19 #covid19,5.0
520,0,,"Here's how Canadians can be prepared for ""all possible"" #coronavirus scenarios",9.0
521,0,,"Please make sure you continue to follow @CKPublicHealth for the most up to date, and accurate information regarding the #coronavirus #covid19 in #ckont",4.0
522,0,,Tom Hanks and his wife have just be confirmed care of CoVid 19.,3.0
523,0,,"Facebook, Amazon, Google and more met with WHO to figure out how to stop coronavirus misinformation",5.0
524,0,,What researchers have learned about the spread and severity of the coronavirus,2.0
525,0,,"The World Health Organization (WHO) declared COVID-19 a pandemic, pointing to the over 118,000 cases of the coronavirus illness",8.0
526,0,,"A Toronto Public Health update on novel coronavirus (COVID-19), including recommendations if you have travelled to Hubei Province or mainland China.",6.0
527,0,,'There’s a lot of fear and there’s a lot of stigma': 6 takeaways from #Mississauga town hall about #coronavirus #COVID-19,1.0
528,0,,"Top story: Elad Blog: Coronavirus (COVID-19) PSA for Startups https://t.co/ArOEa0YQV1, see more",9.0
529,0,,"At least 71 countries imposed travel restrictions to South Korea, as the cases of COVID-19 continue to rise.",3.0
530,0,,"For the latest updates on coronavirus COVID-19, please visit Public Health's website at",4.0
531,0,,Coronavirus COVID-19 Global Cases by the Center for Systems Science and Engineering (CSSE) at Johns Hopkins University (JHU),1.0
532,0,,Science Teachers’ Association of Ontario (STAO) @staoapso has canceled their March 26 &amp; 27 Conference due to ongoing labour disruptions in Ontario and the rising concern over the Coronavirus (COVID-19),6.0
533,0,, In response to the COVID-19 coronavirus outbreak we are initiating a work from home policy at Bungie for the safety of our employees,4.0
534,0,,Italy closes all schools in an attempt to slow the spread of the increasingly deadly COVID-19 virus /via @globeandmail,5.0
535,0,,"Ontario reports new COVID-19 case, patient had travelled to Las Vegas",5.0
536,0,,International travellers ordered to avoid New Brunswick schools for 2 weeks amid COVID-19 outbreak,4.0
537,0,,"There are 27 confirmed cases of #COVID19 — 18 in Ontario, eight in British Columbia and one in Quebec. How many cases will there be by this time next week? #coronavirus",5.0
538,0,,I've read so many disturbing things about Covid 19 and I'm looking for any links to pieces that are even slightly reassuring.,4.0
539,0,,Latest Toronto case of Covid-19 travelled on transit on March 2 to 4 at 6 pm. Details in thread,5.0
540,0,,"Starting today, Ontario will update COVID-19 statistics twice daily, once at 10:30am, then again at 5:30pm",4.0
541,0,,Festival cancellations could spiral after SXSW nixed due to COVID-19 fears,2.0
542,0,,BREAKING NEWS - the NBA has suspended their season after a player on the Utah Jazz tested positive for Covid-19,8.0
543,0,,"Ontario tells all long-term care homes to screen staff, visitors and residents for COVID-19",9.0
544,0,,"No doubt many of you are following the news regarding COVID-19, originally known as the Novel Coronavirus. OCL is taking all recommended steps to ensure our approach is in-line with best practices, with a focus on keeping those in our care well.",6.0
545,0,,"UPDATED: Health officials are reporting the first case of COVID-19 in Peel Region, bringing the provincial total to 23.",10.0
546,0,,How do you talk to your kids about COVID-19 without scaring them (too much)?,2.0
547,0,,Coronavirus: Nasa images show China pollution clear amid #COVID2019 slowdown,3.0
548,0,,BBC News - Release of James Bond film No Time To Die delayed amid coronavirus fears,2.0
549,0,,South Korea's Centre for Disease Control says the number of people testing positive for coronavirus peaked on 29th Feb - 90,7.0
550,0,,"Italy coronavirus death toll soars by 133 in a day to 366, as millions adapt to widespread travel restrictions",7.0
551,0,,Health minister Nadine Dorries says she has tested positive for coronavirus and is self-isolating,9.0
552,0,,Juventus have announced that Daniele Rugani has tested positive for coronavirus.,6.0
553,0,,"South Korea religious group identified as coronavirus hotbed, officials say, amid sharp rise in confirmed cases in the country",1.0
554,0,,"Coronavirus cases in the UK have risen to 115 - with 25 of them in London, new figures show",10.0
555,0,,"BREAKING: Harvard classes will move online starting March 23 due to a growing global coronavirus outbreak, University President",2.0
556,0,,"Singularity University is hosting a FREE Virtual Summit March 16-18 to share facts, answer questions, and address your concerns around COVID-19—as well as the impact of outbreaks, epidemics, and pandemics.",1.0
557,0,,Coronavirus: how does it spread and what are the symptoms? Here’s everything we know about COVID-19,9.0
558,0,,Stanford just cancelled classes for the rest of the quarter. To those in DC proclaiming that the #COVID19 is contained,5.0
559,0,,"Tech conferences were cancelled in #Waterloo Region despite only one confirmed case of COVID-19 in the area. The True North had been scheduled in June. While virus cases in Canada are at 75 with one death, Ontario has 36 confirmed",3.0
